id,n_moa,is_Activated
id_2f19ff508,1,True
id_2f1d909fb,0,False
id_2f1fa36a8,1,True
id_2f217b4ae,0,False
id_2f24bb6f1,1,True
id_2f259bf6b,0,False
id_2f28b28f9,1,True
id_2f2a14f95,2,True
id_2f2a4dfe0,0,False
id_2f2e5e67c,1,True
id_2f30bb3b7,0,False
id_2f34bbc53,1,True
id_2f360326d,0,False
id_2f3c5d951,1,True
id_2f40242f8,1,True
id_2f4334170,1,True
id_2f438920e,1,True
id_2f4557bbf,1,True
id_2f4577b19,1,True
id_2f494c73c,1,True
id_2f4a8b8bc,1,True
id_2f4bc07f1,1,True
id_2f5055e96,1,True
id_2f50de16d,1,True
id_2f5325590,1,True
id_2f621ce6a,0,False
id_2f6e129d9,0,False
id_2f747d268,1,True
id_2f764c531,0,False
id_2f77aeb00,1,True
id_2f7935632,0,False
id_2f7bff696,1,True
id_2f7fba815,0,False
id_2f853e33c,0,False
id_2f858d05a,1,True
id_2f8dce0fe,1,True
id_2f8f80ab6,1,True
id_2f910232e,1,True
id_2f96d0844,0,False
id_2f9b03ae8,1,True
id_2f9c4eede,1,True
id_2f9d95291,1,True
id_2fa0a3c56,1,True
id_2fa116a66,0,False
id_2fa49a095,1,True
id_2fa529b37,1,True
id_2fa57d2e5,2,True
id_2fa5b1019,1,True
id_2fa900fef,0,False
id_2faf2b663,0,False
id_2fb0bf5db,0,False
id_2fb597830,1,True
id_2fb7fd4e7,1,True
id_2fc2b9af7,0,False
id_2fc76d485,1,True
id_2fd0f6b87,1,True
id_2fd1fb754,0,False
id_2fd519f02,1,True
id_2fd8382f4,1,True
id_2fe9f8a98,0,False
id_2ff4c4265,1,True
id_2ff838d3e,1,True
id_2ffa71af4,0,False
id_3002bbe9b,0,False
id_30037617a,0,False
id_300494e7f,0,False
id_3005a17c8,2,True
id_3006b70e7,0,False
id_300836585,1,True
id_30086485b,0,False
id_30094f4fd,0,False
id_300ca2e8e,1,True
id_300ca5f43,0,False
id_300d19a8c,0,False
id_300d55803,0,False
id_300d8520f,1,True
id_300de6378,0,False
id_30106253d,1,True
id_3010cfe13,0,False
id_3016a064d,0,False
id_301ec6cc0,2,True
id_30219788f,1,True
id_303021357,0,False
id_303095786,1,True
id_30355b558,0,False
id_3035fac0f,1,True
id_303916068,1,True
id_303aa46d5,1,True
id_303bca888,0,False
id_303d9a022,0,False
id_3043eaff7,1,True
id_30449ddc6,1,True
id_30466762c,1,True
id_3046f76aa,0,False
id_3049581f6,2,True
id_304d6fe47,0,False
id_304eb29e4,0,False
id_304f78ba0,0,False
id_304ff9ec1,1,True
id_3051c21a4,1,True
id_30526b689,1,True
id_3058a2679,2,True
id_30598cff8,1,True
id_305cdcf7d,0,False
id_30639c888,1,True
id_306699e15,0,False
id_306878c76,1,True
id_30691df92,1,True
id_306bf35e6,1,True
id_3074e22fc,1,True
id_3079a321a,0,False
id_307ce4479,1,True
id_307e2b127,1,True
id_307ec3342,0,False
id_3088bedd5,1,True
id_308ac158a,2,True
id_308c6e1bd,1,True
id_308d36967,1,True
id_308db883a,1,True
id_308fa2c8f,1,True
id_3091e9787,1,True
id_3092f6465,1,True
id_309471fc5,1,True
id_309813a20,1,True
id_30998829d,1,True
id_309a05bca,0,False
id_309c2d6dc,1,True
id_309f1dca1,0,False
id_30a1563dd,1,True
id_30a2266ba,1,True
id_30a4b62de,0,False
id_30abc6dc0,1,True
id_30acc3a59,2,True
id_30aef0b08,1,True
id_30af0c553,0,False
id_30b0a8699,1,True
id_30b59199e,1,True
id_30bb14ccd,2,True
id_30bb494fa,4,True
id_30bbc2032,1,True
id_30bca5ef6,0,False
id_30bcb93c5,2,True
id_30c075535,2,True
id_30c21b8a8,0,False
id_30c2ad88b,1,True
id_30c3f20eb,1,True
id_30c619186,1,True
id_30c78f8c9,0,False
id_30cced35c,0,False
id_30cdc50f2,1,True
id_30d5b21ee,1,True
id_30d5fc9d0,0,False
id_30d689142,1,True
id_30d70cbc4,1,True
id_30da4dac0,1,True
id_30e40f3a6,0,False
id_30e88337c,0,False
id_30effbfd9,2,True
id_30f086bc6,1,True
id_30f491545,0,False
id_30f6360d0,0,False
id_30fbe4cf4,2,True
id_3105c4903,2,True
id_3106194ea,1,True
id_310a74ced,0,False
id_310db0a74,1,True
id_310f528a3,1,True
id_310feef25,1,True
id_31101b59c,1,True
id_311181abe,1,True
id_3113b4c30,1,True
id_3115c8ae4,1,True
id_311626f02,1,True
id_3117437e7,1,True
id_3119469a4,0,False
id_311b1520e,1,True
id_311b47f39,1,True
id_312007739,1,True
id_312ceb4db,1,True
id_312d8f8ff,0,False
id_312db6409,0,False
id_312e35680,0,False
id_312fa9953,0,False
id_3130eed48,1,True
id_3133c116e,1,True
id_3135d1d07,1,True
id_3136ee9d5,1,True
id_31386f363,1,True
id_31428609c,1,True
id_3156a0c2f,1,True
id_31579e695,1,True
id_315a66b97,1,True
id_315cb5206,0,False
id_315d86798,0,False
id_31606846f,1,True
id_3160f707c,0,False
id_3161714bd,1,True
id_31695e112,0,False
id_316a642d3,1,True
id_316d2edef,1,True
id_316fe4378,0,False
id_3170f1783,1,True
id_31742a0b9,0,False
id_31768c95a,0,False
id_31778b235,1,True
id_31791a5f9,1,True
id_31797dc39,1,True
id_3179b2769,0,False
id_318184017,1,True
id_318e7125c,0,False
id_3190b4460,2,True
id_3190c0876,1,True
id_3194cfe28,0,False
id_3199ffa37,0,False
id_319ae5150,0,False
id_319d3ac87,0,False
id_319da5de6,1,True
id_319dd9107,0,False
id_31a58e695,1,True
id_31aa28411,0,False
id_31ab5123d,0,False
id_31ac99501,1,True
id_31ad93ad3,1,True
id_31b0515aa,0,False
id_31b0af138,1,True
id_31b24234c,0,False
id_31b4af274,0,False
id_31babb6a6,0,False
id_31bb9d2b0,1,True
id_31be4de14,0,False
id_31c20880a,0,False
id_31c29f395,1,True
id_31c2f2693,1,True
id_31c2f55b5,2,True
id_31c3b4aa0,0,False
id_31c4f0862,1,True
id_31cc6e2c9,1,True
id_31cd4d309,2,True
id_31cf3ccf1,0,False
id_31cfb7cc0,1,True
id_31d58f803,0,False
id_31dc73c29,0,False
id_31dc8ed33,1,True
id_31df03734,0,False
id_31e041cfb,0,False
id_31e112b8b,1,True
id_31e2df184,1,True
id_31e45688d,0,False
id_31e8103b2,0,False
id_31ec31baa,1,True
id_31ec9d6cb,0,False
id_31edc89ef,1,True
id_31f11c492,0,False
id_31f1b1e29,1,True
id_31f437f37,0,False
id_31fc98ac5,0,False
id_31fd824c5,0,False
id_320263b2a,2,True
id_32033d667,1,True
id_320628f30,0,False
id_32067ac23,1,True
id_32078c3ed,1,True
id_320932ccd,0,False
id_320a5de36,1,True
id_320b9a510,0,False
id_32118ea3f,1,True
id_321275dcb,1,True
id_321330d11,0,False
id_32164e86b,1,True
id_321676a5d,0,False
id_321707c1a,0,False
id_32194542c,1,True
id_321f928b9,0,False
id_32240d3bb,0,False
id_3226ed8a5,0,False
id_322a79589,0,False
id_322ab3b0c,1,True
id_322b2f678,0,False
id_322b9569e,0,False
id_32302d4d1,0,False
id_3231a3ce8,0,False
id_323585510,1,True
id_323729301,1,True
id_3237e2de4,1,True
id_323b6b517,0,False
id_3240a79d4,1,True
id_3240cea65,0,False
id_324257462,1,True
id_32479c17b,0,False
id_3249b7c35,1,True
id_324d4fb8c,0,False
id_324ffb443,1,True
id_32508678d,0,False
id_32524927d,2,True
id_32532faba,1,True
id_3254892c9,0,False
id_325826297,0,False
id_3258cb4b7,2,True
id_3260f1e0b,0,False
id_326425d4b,0,False
id_32662e0a7,2,True
id_326b6e151,0,False
id_326d340ee,1,True
id_326ef7067,3,True
id_32765bc20,0,False
id_32772d598,1,True
id_327a79534,1,True
id_327b234cf,1,True
id_327fbf4fa,0,False
id_32861137f,0,False
id_3288f28d3,0,False
id_32901ef26,2,True
id_329245e4a,0,False
id_329bb1953,2,True
id_32a31c8ca,4,True
id_32b6dbcf2,0,False
id_32b70dd35,1,True
id_32b9a5908,1,True
id_32bb9dd91,1,True
id_32bef8be1,2,True
id_32c1ffe5c,0,False
id_32cbd34c8,1,True
id_32d1cc874,1,True
id_32d27d93f,0,False
id_32d4a6d4e,0,False
id_32dad04ca,2,True
id_32ddeb7e0,1,True
id_32de7e20d,0,False
id_32e070115,0,False
id_32e24ee12,0,False
id_32e6120f6,1,True
id_32e79dccd,2,True
id_32e9ab8f0,1,True
id_32efe1ae5,0,False
id_32f24bc3e,1,True
id_32f2609dd,1,True
id_32f9b6ab0,0,False
id_3300d38be,1,True
id_3303a24d0,0,False
id_3307abb05,0,False
id_3317e1d7d,0,False
id_331d5c388,1,True
id_331d8f180,0,False
id_331f994f0,1,True
id_3320a0cd6,0,False
id_3324c11b3,1,True
id_3327ceef0,0,False
id_33288b946,2,True
id_332fe475f,1,True
id_33372b8d3,0,False
id_333a91a7a,2,True
id_333b5bd45,1,True
id_33416e95a,0,False
id_3343cba7e,1,True
id_3344cd252,1,True
id_33461cfda,1,True
id_3346ca820,0,False
id_334ce7e59,1,True
id_334d5d189,0,False
id_334f40141,1,True
id_335405d27,1,True
id_335507117,1,True
id_33554bdec,0,False
id_3357e7157,0,False
id_335953d26,1,True
id_335d70c78,0,False
id_335fb7f82,0,False
id_336070878,1,True
id_3365d95af,1,True
id_336ab4089,0,False
id_3371ae6d9,0,False
id_3372bc209,2,True
id_33742596c,1,True
id_33784796c,1,True
id_337a9932f,0,False
id_337b0caae,0,False
id_337c61d10,1,True
id_337cb6606,0,False
id_337dc36e8,0,False
id_3384a75c2,0,False
id_3385076fd,0,False
id_33857051e,1,True
id_33860c567,1,True
id_338614149,1,True
id_3386cc094,0,False
id_3387879c0,1,True
id_338a3eef0,0,False
id_338c18f04,1,True
id_338c8c176,1,True
id_3390c9267,0,False
id_339895ec7,1,True
id_3399c788f,1,True
id_339c02af7,0,False
id_33a378562,0,False
id_33a4a0091,0,False
id_33a4dab00,0,False
id_33a4ebf9b,1,True
id_33a6225cd,1,True
id_33ab3ca0b,1,True
id_33b218600,1,True
id_33b47c48e,1,True
id_33b494e89,0,False
id_33b5421fd,1,True
id_33b72d8b3,1,True
id_33b799f5d,0,False
id_33be274d4,0,False
id_33bea1cdb,0,False
id_33bf79cc5,1,True
id_33c0a1790,1,True
id_33c13cea5,0,False
id_33c6766d3,3,True
id_33c8b6dd6,3,True
id_33c92f4bd,0,False
id_33cab9c3f,0,False
id_33caeada6,0,False
id_33cccc821,1,True
id_33d348007,0,False
id_33d48deb9,1,True
id_33dc652d6,1,True
id_33df02ac9,0,False
id_33e0662c7,1,True
id_33e75c29c,1,True
id_33f613623,1,True
id_33f664679,1,True
id_33f6ba125,0,False
id_33f8c9658,1,True
id_33fb0f250,0,False
id_33ff9c921,0,False
id_340474ce5,1,True
id_340801881,1,True
id_340835f8e,1,True
id_3408f3bce,1,True
id_340a1eada,0,False
id_341019e7d,0,False
id_34147cc0f,1,True
id_3414870cf,1,True
id_34165c60e,1,True
id_3417d87d0,0,False
id_3419d8ff2,2,True
id_341c05e61,0,False
id_341d525fe,0,False
id_341d6e377,1,True
id_341f20d25,0,False
id_342153771,0,False
id_3421a53ef,0,False
id_3422d6ac6,2,True
id_342f6c4aa,1,True
id_342f7d70a,0,False
id_3431dd89e,1,True
id_343226084,0,False
id_343b37b38,0,False
id_343c91c73,1,True
id_34408e386,0,False
id_3442000b1,1,True
id_3447a567e,0,False
id_344818e6a,1,True
id_3449cd00e,0,False
id_344ae14da,0,False
id_344c4b00b,0,False
id_344ef5019,7,True
id_344f09ca1,0,False
id_34541641f,0,False
id_3457b5b24,0,False
id_345be461b,1,True
id_345d78dae,1,True
id_345d8108a,0,False
id_345fd5502,0,False
id_34623fba8,0,False
id_3464af23e,1,True
id_346554e05,1,True
id_34669a043,0,False
id_346982dbd,1,True
id_3469dec95,1,True
id_3469f8d5a,1,True
id_346a4a9e9,1,True
id_346bae95a,1,True
id_346d40510,1,True
id_347362083,1,True
id_3475bee16,2,True
id_347814a33,0,False
id_347aebd09,1,True
id_347bca0b7,1,True
id_347c46b75,1,True
id_347d7fde4,1,True
id_347dae789,0,False
id_347f868ad,1,True
id_3482ab7c2,1,True
id_3484cc019,0,False
id_3488a2e94,0,False
id_348f80bd1,0,False
id_3493d0d88,1,True
id_3499d1212,1,True
id_349d914f7,1,True
id_349e0630b,1,True
id_34a02b545,1,True
id_34a0899e3,1,True
id_34a35a55c,1,True
id_34a3aab1d,0,False
id_34acdd5d2,0,False
id_34b613fa3,2,True
id_34b684b30,0,False
id_34ba3af6a,0,False
id_34bc1f2e2,1,True
id_34bc49b22,1,True
id_34bd2dc1e,0,False
id_34bd9aff2,1,True
id_34c575ca6,0,False
id_34c7ea557,0,False
id_34c82e338,0,False
id_34cbb0403,0,False
id_34cbe8150,1,True
id_34cfb0cd9,0,False
id_34d082d57,0,False
id_34d5d55ea,0,False
id_34db0940a,1,True
id_34e16ed1c,0,False
id_34e368855,1,True
id_34e5eaf60,0,False
id_34e681f1b,0,False
id_34f22344d,1,True
id_34f3855e3,0,False
id_34f6f6ea4,0,False
id_34f8875be,0,False
id_34f9f1b87,1,True
id_34fc36005,1,True
id_34fd177d9,1,True
id_34fe0d586,1,True
id_34fe2b059,0,False
id_34feb9955,1,True
id_350374632,1,True
id_3504cf13d,1,True
id_350be602e,1,True
id_350c57e9c,1,True
id_3511d2033,1,True
id_351559ee5,1,True
id_351f64f32,0,False
id_351fe85c6,0,False
id_35202f2b9,1,True
id_3522937fa,0,False
id_3526f27a5,0,False
id_3528e22f1,1,True
id_352a4017e,0,False
id_352cff580,1,True
id_352d31c37,0,False
id_352df842c,0,False
id_352ff3b38,0,False
id_3532a9c5d,1,True
id_3532ee85f,0,False
id_35374a44a,1,True
id_353a8c8d9,1,True
id_353b38d76,1,True
id_353bf1d84,0,False
id_353cf31e6,1,True
id_353de938e,1,True
id_3540d4d67,1,True
id_35439a637,1,True
id_35457b22e,1,True
id_35470fb9c,2,True
id_354912d3b,1,True
id_35496c67b,1,True
id_354b0081d,2,True
id_354d3994d,1,True
id_354e0f027,1,True
id_3551dc3fd,3,True
id_35529363e,1,True
id_3553a4881,1,True
id_3553c695e,4,True
id_35561cf9c,1,True
id_355623849,0,False
id_355d794b9,1,True
id_3561f0121,0,False
id_3566c6a59,1,True
id_3566f952d,0,False
id_356b5b084,2,True
id_356b76404,0,False
id_356ece217,1,True
id_3570b96e7,1,True
id_35715500f,1,True
id_35761128e,0,False
id_357b3c7bb,1,True
id_357d52b54,1,True
id_357ddad80,0,False
id_35803e814,0,False
id_35837317f,1,True
id_35849adbf,0,False
id_358bb319b,1,True
id_358c916c9,1,True
id_358e68691,1,True
id_358f97e24,1,True
id_35906d057,1,True
id_359132ff4,2,True
id_3592b7d5f,0,False
id_359494e85,1,True
id_3594bbc79,2,True
id_359806af9,0,False
id_3598de871,1,True
id_359aa8462,2,True
id_359b580aa,0,False
id_359e8a874,0,False
id_359f1baee,1,True
id_35a1ff3fd,1,True
id_35a630061,1,True
id_35a68f9e2,1,True
id_35a7ef097,1,True
id_35a7fab4e,1,True
id_35adef21b,2,True
id_35b5d0e99,1,True
id_35b73dee0,1,True
id_35b7fac48,1,True
id_35ba25139,0,False
id_35bc8985a,1,True
id_35beb06aa,1,True
id_35bfac845,0,False
id_35c474671,2,True
id_35cfda240,1,True
id_35d0a7458,0,False
id_35d2b3a03,2,True
id_35d41f465,0,False
id_35d422876,0,False
id_35d44092a,0,False
id_35ddb6b1b,0,False
id_35ddf7cad,1,True
id_35dfd74d8,1,True
id_35e3fd7ea,0,False
id_35e64122a,1,True
id_35e69452e,1,True
id_35e8649d5,0,False
id_35efd9aa3,1,True
id_35f243c0f,0,False
id_35f450d10,2,True
id_35f824daa,1,True
id_35f9de17c,1,True
id_35f9ed3bc,1,True
id_35ffc9b74,1,True
id_360d9a63b,1,True
id_360f33307,1,True
id_361405812,0,False
id_36144142a,0,False
id_361791241,0,False
id_3622d61aa,1,True
id_3623399ff,0,False
id_3623f3804,1,True
id_3626714e0,1,True
id_36272585c,0,False
id_36274cd25,1,True
id_3627b798a,1,True
id_3629b7b12,1,True
id_362e3a212,1,True
id_3637baf9a,0,False
id_363810037,1,True
id_36393da33,0,False
id_363cca45c,1,True
id_363d967dc,0,False
id_36400b521,1,True
id_3640cb8f7,1,True
id_3644a03e6,0,False
id_3648e98e6,0,False
id_3649413a4,1,True
id_3653df47a,0,False
id_36547dbf7,0,False
id_365875385,2,True
id_3659d9fdb,1,True
id_365c11bfc,1,True
id_365c6a130,1,True
id_365d2c2ed,0,False
id_3663e3631,0,False
id_36643ca66,1,True
id_366610c7f,0,False
id_366aee005,3,True
id_366d8307d,0,False
id_366f4d455,0,False
id_3673ac176,1,True
id_36775ce09,0,False
id_3678d105e,0,False
id_367928c0a,1,True
id_3679e7922,0,False
id_36813f4b2,0,False
id_3685bce75,1,True
id_3687ecb07,2,True
id_36895386b,0,False
id_368b05b83,1,True
id_368cb1496,1,True
id_368eab901,1,True
id_369132b0c,1,True
id_3695490cc,0,False
id_3695bb411,0,False
id_369650e61,0,False
id_36a02391b,0,False
id_36a2b1ef0,1,True
id_36a74f8dc,0,False
id_36aa057fa,2,True
id_36aa956bc,0,False
id_36aafb61f,1,True
id_36abced52,1,True
id_36ac32bfc,0,False
id_36acad502,1,True
id_36ae5531c,1,True
id_36aef25ff,1,True
id_36b0245f9,1,True
id_36b3f76d3,1,True
id_36b5a90bb,0,False
id_36b9c7921,1,True
id_36bef4ff5,0,False
id_36bf0e5cc,0,False
id_36c162e01,1,True
id_36c163bae,0,False
id_36c197c0d,0,False
id_36c281bdb,0,False
id_36c2cb55c,0,False
id_36c2d5e60,0,False
id_36c537c0d,1,True
id_36c64250f,1,True
id_36c69ff0c,1,True
id_36ce56882,1,True
id_36d4663cc,0,False
id_36d47b482,1,True
id_36d71df76,1,True
id_36dc801cd,1,True
id_36e268905,0,False
id_36e6b0c89,0,False
id_36e91e940,1,True
id_36ec45488,0,False
id_36ee43049,1,True
id_36f162e77,1,True
id_36f6d14d2,0,False
id_36f8441d5,1,True
id_36feec304,0,False
id_3701647bb,0,False
id_37090f5d0,1,True
id_370a58733,1,True
id_370e1ca60,0,False
id_37101dd41,1,True
id_371053736,1,True
id_37148a144,0,False
id_3717447d5,0,False
id_37189abce,0,False
id_37199949d,1,True
id_3723f033a,1,True
id_37277331a,1,True
id_372fa5caa,1,True
id_373102be0,0,False
id_3732411a3,1,True
id_37343de8d,1,True
id_3734796cf,1,True
id_3738db22d,0,False
id_373bf2654,0,False
id_373c33f45,0,False
id_373c3fe04,1,True
id_373d44a90,1,True
id_37406a2a3,0,False
id_3742eaf07,0,False
id_3744ea00a,0,False
id_374b561d6,2,True
id_3751162f6,1,True
id_3752ab696,0,False
id_3753d5d4a,0,False
id_3757344f5,1,True
id_375f3ee90,1,True
id_3761a52ca,1,True
id_3762eab12,1,True
id_37677479d,1,True
id_376929cc5,0,False
id_376a81e06,1,True
id_376c2e3ed,2,True
id_376fe2795,1,True
id_3772b4c56,1,True
id_3774516d3,0,False
id_37757df9b,0,False
id_377594df0,1,True
id_3777f2ea6,1,True
id_3777f6341,0,False
id_37795a75f,1,True
id_377b85b26,1,True
id_37823d70d,2,True
id_378391037,0,False
id_378537761,1,True
id_37855f6ca,0,False
id_37872182f,3,True
id_37872b4c9,0,False
id_37916a407,1,True
id_379224c98,1,True
id_379aa9330,1,True
id_379c194d5,0,False
id_379edd7fc,1,True
id_37a1f850d,1,True
id_37a47004c,0,False
id_37b011dc9,1,True
id_37b3ef30e,0,False
id_37b44b122,1,True
id_37b63101c,2,True
id_37b9da59a,0,False
id_37be4c2b5,0,False
id_37c1a0b05,1,True
id_37d4d6ba7,1,True
id_37daeb75d,0,False
id_37db1e39d,1,True
id_37de938ee,0,False
id_37f0b887e,1,True
id_37f53060d,1,True
id_37f68d724,1,True
id_37f7a1183,0,False
id_37f914f61,1,True
id_37fb1a842,0,False
id_37fc344e2,1,True
id_37fc6e46e,0,False
id_3801d2a8a,0,False
id_380257db9,0,False
id_3803c98fd,1,True
id_3805e1de9,1,True
id_380704154,0,False
id_380764598,0,False
id_3807f2dde,0,False
id_380a0d21e,1,True
id_3811f9d74,1,True
id_38142b40a,0,False
id_3817ee5a4,2,True
id_381a66e0a,2,True
id_381a6ef34,1,True
id_381bad047,0,False
id_381dfa00c,1,True
id_381ee0c37,1,True
id_3823c5d24,0,False
id_38263582c,1,True
id_3829313ad,1,True
id_382c8d8eb,0,False
id_382e8a5e0,1,True
id_383624f2b,1,True
id_3837b8bb2,1,True
id_3839389db,0,False
id_3839389fc,0,False
id_383a1fb31,1,True
id_383e3a8ba,0,False
id_38453d5e9,0,False
id_3845a939b,1,True
id_3846b256f,0,False
id_384a2e2a7,1,True
id_384aa86c8,1,True
id_384c3be25,1,True
id_384e6869d,1,True
id_384ed46ac,1,True
id_384f53527,1,True
id_38513153b,0,False
id_3852ce194,1,True
id_3858d6e07,0,False
id_385c6d2d1,0,False
id_385e3c1a5,1,True
id_386598717,1,True
id_386612e2c,3,True
id_386a9f205,1,True
id_386ce16fb,2,True
id_386f8665f,0,False
id_38735b75b,0,False
id_3874e1e61,1,True
id_3877464b4,1,True
id_38779a9ae,0,False
id_387e4ffcb,1,True
id_387e5aeb5,1,True
id_388233d02,1,True
id_3886f3c6b,1,True
id_38874ecc7,2,True
id_388897bae,1,True
id_388ae0a88,0,False
id_38908b8e3,0,False
id_3892e4d85,0,False
id_389500840,0,False
id_389796340,0,False
id_389d79963,1,True
id_38a27f9b8,0,False
id_38a35cf14,2,True
id_38a72b674,1,True
id_38ac54394,0,False
id_38ac6c4e5,0,False
id_38b0fba82,1,True
id_38b465e92,0,False
id_38b5d2ee2,1,True
id_38ba3e3d6,1,True
id_38bf6d095,0,False
id_38c1e5e8b,1,True
id_38c486106,1,True
id_38c525de5,1,True
id_38c7e85dd,1,True
id_38cfc0c57,1,True
id_38d38a01d,1,True
id_38d4caf7a,0,False
id_38d9ae16c,1,True
id_38db19309,1,True
id_38ddb5fea,1,True
id_38ddc3a5d,0,False
id_38de44aca,0,False
id_38de4fe40,3,True
id_38e1e0d44,2,True
id_38e2bea2a,1,True
id_38e5661d2,0,False
id_38e56d740,1,True
id_38ee0e695,0,False
id_38f5a15b5,1,True
id_38f6a118a,1,True
id_38f8f4714,1,True
id_38f9b9ab9,0,False
id_39003bc34,1,True
id_390930cf2,0,False
id_3909bc084,0,False
id_390c19a12,1,True
id_390ed0c1c,1,True
id_391a009af,0,False
id_391cfae2a,1,True
id_3925b045a,0,False
id_3928d4dc3,1,True
id_392d04719,0,False
id_392d27653,0,False
id_392e7dba4,0,False
id_392f7e3c6,0,False
id_3930b74ed,0,False
id_3930e8cb0,2,True
id_39356c651,1,True
id_39378dc97,1,True
id_3937d806a,1,True
id_393a8af9b,1,True
id_394009be2,1,True
id_39434759b,0,False
id_39465237c,1,True
id_39470d61b,1,True
id_3947a81f4,1,True
id_394890b12,1,True
id_3948f32bf,0,False
id_394bd68db,1,True
id_394fabacd,0,False
id_3952662e9,0,False
id_395492e9d,0,False
id_39574d99f,1,True
id_395c91f65,0,False
id_3962b9e05,0,False
id_3965df40c,0,False
id_39684f975,1,True
id_396aa7d07,0,False
id_396b3e1d1,0,False
id_396ba511f,0,False
id_396ceea40,0,False
id_396e1b71a,1,True
id_396e3b66d,1,True
id_3973333f9,0,False
id_397b0054e,1,True
id_397bbee74,0,False
id_397ccde92,1,True
id_397df97bc,0,False
id_398301d79,1,True
id_398404a9d,0,False
id_39883a937,1,True
id_39886695c,1,True
id_398c7d8d7,1,True
id_398da265e,1,True
id_398e2d5d4,0,False
id_398fa2ee3,1,True
id_398fc92fd,1,True
id_39965d56b,0,False
id_399a02344,2,True
id_399f5ce64,0,False
id_39a0c38f1,1,True
id_39a3b7e8f,1,True
id_39a3d022f,0,False
id_39ac54795,1,True
id_39b274dde,1,True
id_39b709dd6,0,False
id_39b8dc2d6,0,False
id_39bcbab15,1,True
id_39bd9a216,0,False
id_39bf0787b,0,False
id_39bf1f26e,0,False
id_39cc1bc8d,1,True
id_39cde4e37,1,True
id_39d37f85c,0,False
id_39d68465c,1,True
id_39dd6c4cf,1,True
id_39de12797,1,True
id_39dfd364f,1,True
id_39e039696,1,True
id_39e062b93,0,False
id_39e1da416,0,False
id_39e293be4,1,True
id_39e30581e,1,True
id_39e391400,1,True
id_39e628864,1,True
id_39e9f74e9,1,True
id_39f320a0e,1,True
id_39f4cd1ef,1,True
id_39fe7c207,1,True
id_3a0500f1d,1,True
id_3a058a778,0,False
id_3a096d68a,0,False
id_3a0aa1565,3,True
id_3a0bc3b3e,1,True
id_3a0d1fb61,0,False
id_3a0edd393,0,False
id_3a137c53c,0,False
id_3a1519299,0,False
id_3a1719031,1,True
id_3a176042d,1,True
id_3a181a1d8,1,True
id_3a1889e21,1,True
id_3a1a0a94a,0,False
id_3a1b2c93d,1,True
id_3a1bf7d27,1,True
id_3a1c72296,2,True
id_3a1ca02eb,0,False
id_3a1dab241,2,True
id_3a1dbe81d,0,False
id_3a218481c,0,False
id_3a23c6a87,1,True
id_3a27288ca,1,True
id_3a2736816,1,True
id_3a2860dd7,1,True
id_3a2e737a3,0,False
id_3a309cc1b,1,True
id_3a31a6d62,1,True
id_3a3283d1d,1,True
id_3a3c30f0d,1,True
id_3a3d3c845,0,False
id_3a42b63c6,1,True
id_3a4497322,0,False
id_3a4616909,0,False
id_3a4780c6c,1,True
id_3a48c659c,0,False
id_3a49741b2,2,True
id_3a4b6e01d,1,True
id_3a4e34361,2,True
id_3a50e4e76,1,True
id_3a53b00fd,1,True
id_3a5c426cb,0,False
id_3a5da0491,0,False
id_3a60871f1,1,True
id_3a652fe72,1,True
id_3a69689f2,1,True
id_3a6b64518,0,False
id_3a6eb1a19,0,False
id_3a6f9d45c,0,False
id_3a708313c,0,False
id_3a70ea384,0,False
id_3a7206508,1,True
id_3a73977a5,1,True
id_3a73c01dd,0,False
id_3a767c028,1,True
id_3a76b1beb,1,True
id_3a7a4a98e,0,False
id_3a7c56043,0,False
id_3a7ecc6a1,1,True
id_3a7f3dd3c,1,True
id_3a812408a,0,False
id_3a89e1c0d,0,False
id_3a8cdae13,2,True
id_3a94cb51a,1,True
id_3a96a9b66,0,False
id_3a9c38d41,1,True
id_3a9d0708e,0,False
id_3a9e5d284,0,False
id_3aa3ff93c,0,False
id_3aa49aae3,1,True
id_3aad393c2,1,True
id_3ab03dc25,1,True
id_3ab0ca817,1,True
id_3ab637b56,1,True
id_3ab838955,2,True
id_3ab8b452b,0,False
id_3abc11ac6,0,False
id_3abea8244,1,True
id_3ac012408,1,True
id_3ac1f6f2e,0,False
id_3ac549827,1,True
id_3ac61b095,1,True
id_3aca75dbe,2,True
id_3acbf8fb2,0,False
id_3ace430ea,2,True
id_3ad5d803b,0,False
id_3adb2a455,4,True
id_3adfb27c9,1,True
id_3ae07721c,1,True
id_3ae33b603,1,True
id_3ae43d1e2,1,True
id_3ae4aaf26,0,False
id_3ae8bd332,1,True
id_3af1dbc0b,1,True
id_3af34e348,0,False
id_3af564c91,0,False
id_3af66bbf2,0,False
id_3af7b8f25,2,True
id_3b02491f7,1,True
id_3b03947eb,1,True
id_3b07fb246,1,True
id_3b0e5f682,1,True
id_3b0f3b3f0,1,True
id_3b0fd3222,0,False
id_3b1860da4,0,False
id_3b1cde612,0,False
id_3b1f4e9e1,0,False
id_3b20e243c,0,False
id_3b23eacce,1,True
id_3b245afef,0,False
id_3b266b5bb,0,False
id_3b274c801,1,True
id_3b2803bed,0,False
id_3b2f0d851,1,True
id_3b3464173,3,True
id_3b350e0b3,0,False
id_3b365e38d,0,False
id_3b37ed373,0,False
id_3b38caf80,1,True
