id,tweet_text,tweet_date,query_used,filtered_words,join_f_words,num_words_text,num_words_join,diff_in_words
1050737281428930560,Deitada; Ouvindo músicas tristes; em pleno feriado Eu mesma rs :),Fri Oct 12 13:17:44 +0000 2018,:),"['deitar', 'ouvir', 'músicas', 'tristes', 'pleno', 'feriado', 'mesma', 'rs']",deitar ouvir músicas tristes pleno feriado mesma rs,11,8,3
1046939552244482049,"@omundodobruno E é o único candidato que tem projeto em defesa dos animais! &lt;3 pena que o brasileiro ainda não esteja ""preparado"" pra eleger alguém tão foda... :(",Tue Oct 02 01:46:55 +0000 2018,:(,"['único', 'candidato', 'projeto', 'defeso', 'animais', 'pena', 'brasileiro', 'ainda', 'preparar', 'eleger', 'alguém', 'foda']",único candidato projeto defeso animais pena brasileiro ainda preparar eleger alguém foda,28,12,16
1047427049718276097,"@alba_cronopio Que vaa, eu vina o outro día online!! :)",Wed Oct 03 10:04:03 +0000 2018,:),"['vaca', 'ovina', 'outro', 'martes', 'online']",vaca ovina outro martes online,10,5,5
1046781300902961152,"Não, mas é o ministro do PT, de acordo com o que dizem aí. :P Teve sua carreira ampliada pelo PT, de fato, mas desde que chegou no STF segue seu próprio rumo, muitas vezes votando contra o partido. E é a independência que deveria ter mesmo. (Mas falar essas besteiras, não) https://t.co/jDtgkITPvh",Mon Oct 01 15:18:05 +0000 2018,:),"['ministro', 'parte', 'acordo', 'dizer', 'aí', 'p', 'carreira', 'ampliar', 'parte', 'fato', 'desde', 'chegar', 'senado', 'seguir', 'próprio', 'rumo', 'muitas', 'vezes', 'votar', 'contra', 'partido', 'independência', 'dever', 'ter', 'falar', 'besteiras']",ministro parte acordo dizer aí p carreira ampliar parte fato desde chegar senado seguir próprio rumo muitas vezes votar contra partido independência dever ter falar besteiras,53,26,27
1046790730331705344,A carinha de quem tá no topo da tabela do Brasileirão :) foto do @brunocaracciolo https://t.co/EMZ6B56Hgw,Mon Oct 01 15:55:33 +0000 2018,:),"['carinha', 'topo', 'tabela', 'paulistão', 'foto']",carinha topo tabela paulistão foto,16,5,11
1047989337051332608,"Datafolha: Bolsonaro segue o mais rejeitado, com 45%; Haddad é o segundo, com 40% https://t.co/r9jU2Y2WjZ #Eleições2018 https://t.co/SfUpk1pp7t",Thu Oct 04 23:18:23 +0000 2018,folha,"['ibope', 'bolsonaro', 'seguir', 'rejeitar', 'haddad', 'segundo']",ibope bolsonaro seguir rejeitar haddad segundo,17,6,11
1047379715441549313,@RubenR_M8 É a minha vontade :),Wed Oct 03 06:55:58 +0000 2018,:),['vontade'],vontade,6,1,5
1049323205897465856,💭 a Mamãe não gosta mais de mim. :(,Mon Oct 08 15:38:42 +0000 2018,:(,"['mamãe', 'gostar', 'mim']",mamãe gostar mim,9,3,6
1045442127147257856,@IagoGuedes17 ele sabeee e domingo a gente vai se ver :))))),Thu Sep 27 22:36:41 +0000 2018,:),"['saber', 'domingo', 'gente', 'ir', 'ver']",saber domingo gente ir ver,11,5,6
1048209504037482496,"@mirifeidetriana @JoaquinCanto De los errores se aprende, xiqueta meua :P",Fri Oct 05 13:53:15 +0000 2018,:),"['los', 'trucos', 'aprender', 'piqueta', 'mauá', 'p']",los trucos aprender piqueta mauá p,10,6,4
1044358161862455296,"""#EleNao tem cinco vezes mais postagens que #EleSim"" https://t.co/DlwcNAZeT8 #trabalho #feedly",Mon Sep 24 22:49:23 +0000 2018,#trabalho,"['elenao', 'cinco', 'vezes', 'postagens', 'elesim', 'trabalho', 'feedly']",elenao cinco vezes postagens elesim trabalho feedly,11,7,4
1046249390548176897,pq a sua namo te chama de corolho? — pq ela me maltrata &gt;:( MAS O MEU SOBRENOME É COROLLO https://t.co/Gq9PpCiccW,Sun Sep 30 04:04:27 +0000 2018,:(,"['porque', 'namorado', 'chamar', 'sobrolho', 'porque', 'maltratar', 'sobrenome', 'coroálo']",porque namorado chamar sobrolho porque maltratar sobrenome coroálo,21,8,13
1046936339244040192,@tebangtanmamast Que paso linda :(,Tue Oct 02 01:34:09 +0000 2018,:(,"['pasmo', 'linda']",pasmo linda,5,2,3
1045418105437147137,"Houve uns tt em que estavas mais em baixo e queria tanto madar dm, mas não consegui, vergonha é gigantesca hahah — Ohh, é mm mt nice da tua parte fr :) https://t.co/rV0BuDFCSz",Thu Sep 27 21:01:13 +0000 2018,:),"['uns', 'twittter', 'estavas', 'baixo', 'querer', 'tanto', 'mandar', 'dm', 'conseguir', 'vergonha', 'gigantesca', 'hahah', 'ó', 'muita', 'nice', 'parte', 'fr']",uns twittter estavas baixo querer tanto mandar dm conseguir vergonha gigantesca hahah ó muita nice parte fr,33,17,16
1049111782214840320,"Parabéns, Sâmia. Estou orgulhoso de ter ajudado a eleger uma mulher combativa que defende causas tão necessárias na política atual. Desejo toda a sorte do mundo em seu mandato :) https://t.co/cgdWy4LlFV",Mon Oct 08 01:38:35 +0000 2018,:),"['parabéns', 'janine', 'orgulhoso', 'ter', 'ajudar', 'eleger', 'mulher', 'combativa', 'defender', 'causas', 'necessárias', 'política', 'atual', 'desejo', 'toda', 'sorte', 'mundo', 'mandato']",parabéns janine orgulhoso ter ajudar eleger mulher combativa defender causas necessárias política atual desejo toda sorte mundo mandato,31,18,13
1046934647291047937,@heeytrs Sdds demais :(,Tue Oct 02 01:27:25 +0000 2018,:(,"['saudades', 'demais']",saudades demais,4,2,2
1044242553397284864,CASA: Imóvel alugado: reformar ou não? Eis a questão https://t.co/yZxT8QXFkk https://t.co/K1p5S3fAa1,Mon Sep 24 15:10:00 +0000 2018,estadao,"['casa', 'imóvel', 'alugar', 'reformar', 'eis', 'questão']",casa imóvel alugar reformar eis questão,11,6,5
1049106650819436545,@valentina_real @EvertinsM Verdade Vale :) e o bebê como vai? Que Deus abençoe vcs,Mon Oct 08 01:18:11 +0000 2018,:),"['verdade', 'valer', 'bebê', 'ir', 'deus', 'abençoe']",verdade valer bebê ir deus abençoe,14,6,8
1049267971321991168,"@Fernands_a Como podemos te ajudar, Fe? :) Já te respondemos lá na DM",Mon Oct 08 11:59:13 +0000 2018,:),"['poder', 'ajudar', 'fé', 'responder', 'lá', 'dm']",poder ajudar fé responder lá dm,13,6,7
1042785852223631360,Diretor de “Pantera Negra” produzirá a sequência de “Space Jam” https://t.co/44JQT7Yrx3,Thu Sep 20 14:41:35 +0000 2018,exame,"['diretor', 'pantera', 'negra', 'produzir', 'sequência', 'space', 'jam']",diretor pantera negra produzir sequência space jam,11,7,4
1044513337617321984,"Pesquisa Ibope para presidente: Bolsonaro, 28%; Haddad, 22%; Ciro, 11%; Alckmin, 8%; Marina, 5% https://t.co/1Levm2wkxn #G1",Tue Sep 25 09:06:00 +0000 2018,g1,"['pesquisa', 'ibope', 'presidente', 'bolsonaro', 'haddad', 'ciro', 'alckmin', 'marina']",pesquisa ibope presidente bolsonaro haddad ciro alckmin marina,16,8,8
1043633735986499586,Gostei de um vídeo @YouTube https://t.co/7lvhAAW3GM se vingou BONITO - NUH! #notícia,Sat Sep 22 22:50:47 +0000 2018,#noticia,"['gostar', 'vídeo', 'vingar', 'bonito', 'nu', 'notícia']",gostar vídeo vingar bonito nu notícia,12,6,6
1035533045007376384,Lactalis terá geladeira com itens premium em supermercados https://t.co/0OlOcsgHOm #laticínios #agroindústria #mercado #consumo #vendas #queijos #lácteos #indústria #cooperativasdeleite #supermercados #novidade #lançamento https://t.co/nixXFLF2dG,Fri Aug 31 14:21:31 +0000 2018,#novidade,"['lucrar', 'geladeira', 'itens', 'premium', 'supermercados', 'laticínios', 'agroindústria', 'mercado', 'consumo', 'vendas', 'queijos', 'lácteos', 'indústria', 'cooperativasdeleite', 'supermercado', 'novidade', 'lançamento']",lucrar geladeira itens premium supermercados laticínios agroindústria mercado consumo vendas queijos lácteos indústria cooperativasdeleite supermercado novidade lançamento,22,17,5
1045081391170498561,"Por um lugar no 2º turno, #debateSBT é marcado por ataques e Haddad vira alvo https://t.co/gyLGaZOXRO https://t.co/z3pY0KtvVR",Wed Sep 26 22:43:14 +0000 2018,estadao,"['lugar', 'terceiro', 'turno', 'debatesbt', 'marcar', 'ataques', 'haddad', 'virar', 'alvo']",lugar terceiro turno debatesbt marcar ataques haddad virar alvo,17,9,8
1045435442361970694,"o Alex programa as idas dele p Ubatuba p os finais de semana em que eu vá voltar p tté, crtz :) nem to brava",Thu Sep 27 22:10:07 +0000 2018,:),"['alex', 'programa', 'idas', 'ubatuba', 'finais', 'semana', 'vá', 'voltar', 'ate', 'certeza', 'to', 'brava']",alex programa idas ubatuba finais semana vá voltar ate certeza to brava,25,12,13
1049241089310437378,"Triste, pois separaram os debochados que eu gosto :( Mais do que colegas de trabalho, somos coworkes.",Mon Oct 08 10:12:24 +0000 2018,:(,"['triste', 'pois', 'separar', 'debochar', 'gostar', 'colegas', 'trabalho', 'colores']",triste pois separar debochar gostar colegas trabalho colores,17,8,9
1046952301473280001,estou tão triste af :(,Tue Oct 02 02:37:34 +0000 2018,:(,"['triste', 'ave']",triste ave,5,2,3
1049114056571998208,@deTessari sim sim :) https://t.co/RLHxrgUiDb,Mon Oct 08 01:47:37 +0000 2018,:),"['sim', 'sim']",sim sim,5,2,3
1045443661562105856,@tidesjacob aaaaaah muito obrigado!!! to adorando :D aaaa,Thu Sep 27 22:42:46 +0000 2018,:),"['ah', 'obrigar', 'to', 'adorar', 'd', 'ah']",ah obrigar to adorar d ah,8,6,2
1047556714671878144,servetim:):) https://t.co/FzoyhZZiUl,Wed Oct 03 18:39:18 +0000 2018,:),['serventia'],serventia,2,1,1
1045466143526453248,• você me deu seu número ontem :) https://t.co/wG4J2lKzTI,Fri Sep 28 00:12:07 +0000 2018,:),"['dar', 'número', 'ontem']",dar número ontem,9,3,6
1044969121878863873,"Estamos vencendo a China no comércio, em todos os níveis, diz Trump https://t.co/HiR9G3mtM7",Wed Sep 26 15:17:07 +0000 2018,exame,"['vencer', 'china', 'comércio', 'todos', 'níveis', 'dizer', 'hillary']",vencer china comércio todos níveis dizer hillary,13,7,6
1049148214291644416,"Jin, eu te amo muito :(",Mon Oct 08 04:03:21 +0000 2018,:(,"['sugar', 'amar']",sugar amar,6,2,4
1046756816821129217,Fala fala mas n olha em volta :(,Mon Oct 01 13:40:47 +0000 2018,:(,"['falir', 'falir', 'olhar', 'volta']",falir falir olhar volta,8,4,4
1048205060285579264,"@borgesdemenezes felizmente pra mim, infelizmente p o anônimo :)",Fri Oct 05 13:35:35 +0000 2018,:),"['felizmente', 'mim', 'infelizmente', 'anônimo']",felizmente mim infelizmente anônimo,9,4,5
1047325043280232448,"🤙 mudou muito, é isto :)",Wed Oct 03 03:18:43 +0000 2018,:),['mudar'],mudar,6,1,5
1038781569299881985,Paulinho da Viola fala sobre a origem de sua elegância e compartilha alguns de seus fascínios musicais https://t.co/5RVFFl6geo https://t.co/VxlS6iLJj6,Sun Sep 09 13:30:00 +0000 2018,jornaloglobo,"['paulinho', 'viola', 'falir', 'sobre', 'origem', 'elegância', 'compartilhar', 'alguns', 'fascínios', 'musicais']",paulinho viola falir sobre origem elegância compartilhar alguns fascínios musicais,19,10,9
1049256333558603776,@100alarme Não posso contar :),Mon Oct 08 11:12:58 +0000 2018,:),"['poder', 'contar']",poder contar,5,2,3
1046998094154518528,"Não é você, anjinho. Não precisa sair não :( ❣ https://t.co/59cKLtfryp",Tue Oct 02 05:39:32 +0000 2018,:(,"['anjinho', 'preciso', 'sair']",anjinho preciso sair,11,3,8
1050416783251988486,Marca de maquiagem alemã “cruelty free” chega ao Brasil https://t.co/epqmwCIDoJ,Thu Oct 11 16:04:11 +0000 2018,exame,"['marca', 'maquiagem', 'alemã', 'cruel', 'free', 'chegar', 'brasil']",marca maquiagem alemã cruel free chegar brasil,10,7,3
1046790804210143333,@favjiminub Vc é legal : ),Mon Oct 01 15:55:50 +0000 2018,:),['legal'],legal,6,1,5
1046946311331823618,Necesito amigos :(( https://t.co/uQFmUEGS6a,Tue Oct 02 02:13:46 +0000 2018,:(,"['ganas', 'amigos']",ganas amigos,4,2,2
1037471699573395456,Advogados de Lula atuam em três frentes no STF; entenda quais são https://t.co/rTDxV10ygh,Wed Sep 05 22:45:03 +0000 2018,folha,"['advogados', 'lula', 'atuam', 'três', 'frentes', 'senado', 'entender', 'quais']",advogados lula atuam três frentes senado entender quais,13,8,5
1048395872239845378,"Chorando ao som de Mistake, mas to feliz :)",Sat Oct 06 02:13:48 +0000 2018,:),"['chorar', 'som', 'mistake', 'to', 'feliz']",chorar som mistake to feliz,9,5,4
1032649954039410688,Qual seu signo? #rapnacional #rnb #tecelao #foco #work #trabalho #amor #vida #foto #album #disco #cd #hiphop #musica #alem #amem #novidade #mc #rap #rapbr #poesia #cores #lente #gravaçao… https://t.co/aeSMZoD6m1,Thu Aug 23 15:25:09 +0000 2018,#novidade,"['signo', 'rapnacional', 'rnb', 'tecelao', 'foco', 'work', 'trabalho', 'amor', 'vida', 'foto', 'album', 'disco', 'cd', 'hiphop', 'musica', 'alem', 'amar', 'novidade', 'mc', 'rap', 'rapbr', 'poesia', 'cores', 'lente', 'gravaçao']",signo rapnacional rnb tecelao foco work trabalho amor vida foto album disco cd hiphop musica alem amar novidade mc rap rapbr poesia cores lente gravaçao,28,25,3
1031977842014347265,#Vaga para Auxiliar Administrativo(a) detalhes e envio de cv em: https://t.co/wm15Gex2Tl #oportunidade #emprego,Tue Aug 21 18:54:25 +0000 2018,#oportunidade,"['vaga', 'auxiliar', 'administrativo', 'detalhes', 'envio', 'converso', 'oportunidade', 'emprego']",vaga auxiliar administrativo detalhes envio converso oportunidade emprego,13,8,5
1047028451247607809,nunca se esqueçam que eu sei de tudo :),Tue Oct 02 07:40:10 +0000 2018,:),"['nunca', 'esquecer', 'saber', 'tudo']",nunca esquecer saber tudo,9,4,5
1046773727600496642,foo :-) : e1d1c18d-8b89-4e94-9daa-ff0f6a49c732,Mon Oct 01 14:47:59 +0000 2018,:),['foco'],foco,4,1,3
1047327416916631552,"@reis_thayse Você percebe que quando você falou do PDT de Santa Catarina, o acusando de uma ligação ao Bolsonaro, você chama de PDT do Ciro e quando fala-se do PC do B, você chama de PC do B SC e magicamente tira a ligação com a Manuela? Recomendo reflexão se agir dessa forma é correto :)",Wed Oct 03 03:28:09 +0000 2018,:),"['perceber', 'falar', 'pata', 'santa', 'catarina', 'acusar', 'ligação', 'bolsonaro', 'chamar', 'pata', 'ciro', 'falase', 'computador', 'bom', 'chamar', 'computador', 'bom', 'florianópolis', 'magicamente', 'tirar', 'ligação', 'manuela', 'recomendar', 'reflexão', 'agir', 'dessa', 'forma', 'correto']",perceber falar pata santa catarina acusar ligação bolsonaro chamar pata ciro falase computador bom chamar computador bom florianópolis magicamente tirar ligação manuela recomendar reflexão agir dessa forma correto,56,28,28
1043093533287243778,PSL põe freio em falas de General Mourão e Paulo Guedes. https://t.co/DyUCUEONQy https://t.co/n0x1aNW5j6,Fri Sep 21 11:04:12 +0000 2018,jornaloglobo,"['coligação', 'pôr', 'freio', 'falas', 'general', 'mourão', 'paulo', 'guedes']",coligação pôr freio falas general mourão paulo guedes,13,8,5
1048202855839150080,@iconicrafaela Faz um almoço para mim também :),Fri Oct 05 13:26:50 +0000 2018,:),"['fazer', 'almoço', 'mim']",fazer almoço mim,8,3,5
1030900993242923008,Aí @Alemanha_BR sabe o que o @FBI além da @Harvard sabe dos ingleses não ser esquizofrênicos ? Os ingleses sempre pensa ser com eles o que se fala hahah.. O inglês é a língua mais falada no mundo #fato hahah..,Sat Aug 18 19:35:24 +0000 2018,#fato,"['aí', 'saber', 'além', 'saber', 'ingleses', 'ser', 'esquizofrênicos', 'ingleses', 'sempre', 'pensar', 'ser', 'falir', 'hahah', 'inglês', 'língua', 'falar', 'mundo', 'fato', 'hahah']",aí saber além saber ingleses ser esquizofrênicos ingleses sempre pensar ser falir hahah inglês língua falar mundo fato hahah,40,19,21
1049147262562131968,Teve outra tambem mas nao sei o nome :(,Mon Oct 08 03:59:34 +0000 2018,:(,"['outra', 'saber', 'nome']",outra saber nome,9,3,6
1046737163172425729,Ia ligar para o reboque para irem tirar o carro de casa quando me ligam a dizer para não o fazer pq a PJ está em casa e abriram um caso e tão a investigar :),Mon Oct 01 12:22:41 +0000 2018,:),"['ia', 'ligar', 'reboque', 'irar', 'tirar', 'carro', 'casa', 'ligar', 'dizer', 'fazer', 'porque', 'ph', 'casa', 'abrir', 'caso', 'investigar']",ia ligar reboque irar tirar carro casa ligar dizer fazer porque ph casa abrir caso investigar,36,16,20
1046792946698342400,ô vei a minha família me acha tão capaz e eu n me acho isso tudo :(,Mon Oct 01 16:04:21 +0000 2018,:(,"['ó', 'velho', 'família', 'achar', 'capaz', 'achar', 'tudo']",ó velho família achar capaz achar tudo,17,7,10
1049144092096176128,@arelysarahi19 Te qro :),Mon Oct 08 03:46:58 +0000 2018,:),['querer'],querer,4,1,3
1048903263515529216,&gt;@EstadaoPolitica Confira as regras para votar; eleição vai até 17h em todo o país https://t.co/7mX3s4OfAF https://t.co/SjP3sc52Ye,Sun Oct 07 11:50:00 +0000 2018,estadao,"['conferir', 'regras', 'votar', 'eleição', 'ir', 'todo', 'país']",conferir regras votar eleição ir todo país,16,7,9
1045418062021890048,@Meco22 @ana_s1906 Quase sempre. Uma cortadora exímia. :),Thu Sep 27 21:01:03 +0000 2018,:),"['quase', 'sempre', 'cortadora', 'exímia']",quase sempre cortadora exímia,8,4,4
1052528067569160192,Usaria essa Polo Super Diferenciada ❓ • #moda #modamasculina #men #menswear #mensfashion #fashion #fashionstyle #style #stylefashion #top #polo #camiseta #salth #novidade #love #instagood… https://t.co/Dv02x88WTT,Wed Oct 17 11:53:40 +0000 2018,#novidade,"['usar', 'polo', 'super', 'diferenciar', 'moda', 'modamasculina', 'men', 'menswear', 'mensfashion', 'fashion', 'fashionstyle', 'style', 'stylefashion', 'top', 'polo', 'camiseta', 'salth', 'novidade', 'love', 'instagood']",usar polo super diferenciar moda modamasculina men menswear mensfashion fashion fashionstyle style stylefashion top polo camiseta salth novidade love instagood,24,20,4
1038578129466478592,"Independente dos erros da arbitragem, o aproveitamento do ataque do Cruzeiro, pelo elenco que tem, é pífio! #Fato",Sun Sep 09 00:01:36 +0000 2018,#fato,"['independente', 'erros', 'arbitragem', 'aproveitamento', 'ataque', 'cruzeiro', 'elenco', 'pífio', 'fato']",independente erros arbitragem aproveitamento ataque cruzeiro elenco pífio fato,18,9,9
1046866912293130246,Qualicorp dá R$ 150 milhões a fundador e ações derretem na bolsa https://t.co/R8pWtgcjNv,Mon Oct 01 20:58:16 +0000 2018,veja,"['portabilidade', 'dar', 'ar', 'milhões', 'fundador', 'ações', 'derreter', 'bolsa']",portabilidade dar ar milhões fundador ações derreter bolsa,13,8,5
1048393170239860738,@signslauren eu gosto de te infernizar :),Sat Oct 06 02:03:04 +0000 2018,:),"['gostar', 'infernizar']",gostar infernizar,7,2,5
1046744499362385920,foo :) : e7f77100-429a-415d-9ca4-ae6f58c4a52a,Mon Oct 01 12:51:50 +0000 2018,:),['foco'],foco,4,1,3
1047367360317931520,@sebrae @sebraenodf Podiam voltar com os projetos? Com os Polos no RJ por exemplo? :) vai melhorar!!!,Wed Oct 03 06:06:52 +0000 2018,:),"['poder', 'voltar', 'projetos', 'polos', 'rj', 'exemplo', 'ir', 'melhorar']",poder voltar projetos polos rj exemplo ir melhorar,17,8,9
1046790246879449088,:(((((( te amo tanto acezinho parece até um bonequinho de porcelana de tão lidno https://t.co/mW1Nimk2OY,Mon Oct 01 15:53:37 +0000 2018,:(,"['amar', 'tanto', 'cafezinho', 'parecer', 'bonequinho', 'porcelana', 'linfo']",amar tanto cafezinho parecer bonequinho porcelana linfo,15,7,8
1046233777490591745,@dangculture de ser minha salvação :(,Sun Sep 30 03:02:25 +0000 2018,:(,"['ser', 'salvação']",ser salvação,6,2,4
1050360113901522944,"A Handphone facilita e otimiza a telecomunicação com seus clientes, saiba mais em https://t.co/PlNZ3YGxgW ou ligue para (11) 4118-7777 - . . #Xhand #tecnologia #callcenter #ip #sip #digital #telecom #telecomunicacao #novidade #Handphone #comunicação #telefone #online #techno #voz https://t.co/R09pwUybLH",Thu Oct 11 12:19:00 +0000 2018,#novidade,"['handphone', 'facilitar', 'otimiza', 'telecomunicação', 'clientes', 'saber', 'ligar', 'xhand', 'tecnologia', 'callcenter', 'ip', 'sip', 'digital', 'telecom', 'telecomunicacao', 'novidade', 'handphone', 'comunicação', 'telefone', 'online', 'techno', 'voz']",handphone facilitar otimiza telecomunicação clientes saber ligar xhand tecnologia callcenter ip sip digital telecom telecomunicacao novidade handphone comunicação telefone online techno voz,38,22,16
1046922191189827584,"@CarvalhoPri @luadecassia_ amamos vocêee,falta vc na foto :(",Tue Oct 02 00:37:55 +0000 2018,:(,"['amar', 'falta', 'foto']",amar falta foto,8,3,5
1046235264211922952,vai na parada gay? — n vou mas queria muito :( https://t.co/uf4WRD9Ho4,Sun Sep 30 03:08:19 +0000 2018,:(,"['ir', 'parada', 'gay', 'ir', 'querer']",ir parada gay ir querer,12,5,7
1047611984596938753,"No 2º turno, Haddad tem 43% e Bolsonaro, 41%, aponta Ibope https://t.co/GskRzOvDJR",Wed Oct 03 22:18:55 +0000 2018,veja,"['terceiro', 'turno', 'haddad', 'bolsonaro', 'apontar', 'ibope']",terceiro turno haddad bolsonaro apontar ibope,12,6,6
1046660239343464448,minha gastrite resolveu atacar a essa hora :( como q dorme ???,Mon Oct 01 07:17:01 +0000 2018,:(,"['gastrite', 'resolver', 'atacar', 'hora', 'dormir']",gastrite resolver atacar hora dormir,12,5,7
1049305222651293696,"a dominique toda confusa tentando gravar story no ig pra gente é a coisinha mais fofa e preciosa do mundo, eu amo um bebê :( #WynonnaEarp #TheScifiFantasyShow #PCAs https://t.co/yhLPbBJPHi",Mon Oct 08 14:27:14 +0000 2018,:(,"['dominique', 'toda', 'confusa', 'tentar', 'gravar', 'story', 'instar', 'gente', 'coisinha', 'fofa', 'preciosa', 'mundo', 'amar', 'bebê', 'wynonnaearp', 'thescififantasyshow', 'pcas']",dominique toda confusa tentar gravar story instar gente coisinha fofa preciosa mundo amar bebê wynonnaearp thescififantasyshow pcas,29,17,12
1049134116728438784,"@audreyryandiary Caramba, que bad :( Espero que dê tudo certo e você consiga achar outra coisa rápido!",Mon Oct 08 03:07:20 +0000 2018,:(,"['caralho', 'bad', 'esperar', 'dar', 'tudo', 'certo', 'conseguir', 'achar', 'outra', 'coisa', 'rápido']",caralho bad esperar dar tudo certo conseguir achar outra coisa rápido,17,11,6
1047481109997662208,"Mais uma vez o pessoal revoltado com o que o Ciro falou, sendo que é verdade. O problema não é mulher lutando pelos seus direitos, o problema é que isso dá Ibope pro Bozo e ele cresceu 4%, o pq vcs já sabem :) https://t.co/HhM23ThF7T",Wed Oct 03 13:38:52 +0000 2018,:),"['vez', 'pessoal', 'revoltar', 'ciro', 'falar', 'sendo', 'verdade', 'problema', 'mulher', 'lutar', 'direitos', 'problema', 'dar', 'ibope', 'pro', 'bozó', 'crescer', 'porque', 'saber']",vez pessoal revoltar ciro falar sendo verdade problema mulher lutar direitos problema dar ibope pro bozó crescer porque saber,45,19,26
1046247475319902208,"Eu lutava Muay Thai tbem, mas parei quando foi pra faculdade. Era no msm horário — Entendi... :( https://t.co/HXo5FusDu8",Sun Sep 30 03:56:51 +0000 2018,:(,"['lutar', 'judô', 'thai', 'parar', 'faculdade', 'horário', 'entender']",lutar judô thai parar faculdade horário entender,19,7,12
1046737583710121987,@biancadonofrio_ @checouss mais uma :(,Mon Oct 01 12:24:22 +0000 2018,:(,[],,5,0,5
1048389017622986752,@camzlixinho Duas pessoas na merda. Vamo se abraçar :):),Sat Oct 06 01:46:34 +0000 2018,:),"['duas', 'pessoas', 'merda', 'ir', 'abraçar']",duas pessoas merda ir abraçar,9,5,4
1035230757277642752,Concurso da Prefeitura de Adamantina oferece 21 vagas para profissionais da área da educação. Salários podem chegar a R$ 2.352.93. . #IMPACTO #ImpactoNotícia #Oportunidade https://t.co/UYBjlchQ1p,Thu Aug 30 18:20:20 +0000 2018,#oportunidade,"['concurso', 'prefeitura', 'adamantina', 'oferecer', 'vagas', 'profissionais', 'área', 'educação', 'salários', 'poder', 'chegar', 'ar', 'impacto', 'impactonotícia', 'oportunidade']",concurso prefeitura adamantina oferecer vagas profissionais área educação salários poder chegar ar impacto impactonotícia oportunidade,25,15,10
1045451743620943872,Um recadinho pra alguns emocionados :) https://t.co/z4iZ7qGvXb,Thu Sep 27 23:14:53 +0000 2018,:),"['recadinho', 'alguns', 'emocionados']",recadinho alguns emocionados,7,3,4
1047307589778849792,@tha_at @lucascasa Feliz de ter ajudado de alguma forma :),Wed Oct 03 02:09:22 +0000 2018,:),"['feliz', 'ter', 'ajudar', 'alguma', 'forma']",feliz ter ajudar alguma forma,10,5,5
1046782350074425344,"G1 AO VIVO: terremoto na Indonésia, Nobel de Medicina, doenças em idosos e eleições https://t.co/QagJsc7MCN",Mon Oct 01 15:22:15 +0000 2018,g1,"['vivo', 'terremoto', 'indonésia', 'nobel', 'medicina', 'doenças', 'idosos', 'eleições']",vivo terremoto indonésia nobel medicina doenças idosos eleições,15,8,7
1049283214995546112,@CdeCiencia @Fantastiqvs @ldobartra @disfrutalacienc @orbitalaika_tve @tornilloarqui @Jesus_Hidalgo @SantiGarciaCC @aidaivars @gloriagarciacu1 @CienciaHormi De nada! :-),Mon Oct 08 12:59:47 +0000 2018,:),['nada'],nada,14,1,13
1045437870083899392,@bernardopamigos Cada um com a sua opinião :),Thu Sep 27 22:19:46 +0000 2018,:),"['cada', 'opinião']",cada opinião,8,2,6
1040343633642381313,"Dólar fecha a R$ 4,197 com incerteza no cenário eleitoral, maior patamar de fechamento em termos nominais, sem desconto da inflação, desde a criação do Plano Real https://t.co/JhrmbAoKu5 #Eleições2018 https://t.co/7aDDuvobDi",Thu Sep 13 20:57:05 +0000 2018,folha,"['dólar', 'fechar', 'ar', 'incerteza', 'cenário', 'eleitoral', 'maior', 'patamar', 'fechamento', 'termos', 'nominais', 'desconto', 'inflação', 'desde', 'criação', 'plano', 'real']",dólar fechar ar incerteza cenário eleitoral maior patamar fechamento termos nominais desconto inflação desde criação plano real,30,17,13
1039529001344065537,&gt;@EstadaoInter Resolução na ONU exigirá que Maduro permita entrada de ajuda humanitária na Venezuela https://t.co/Alp1PGarpp,Tue Sep 11 15:00:02 +0000 2018,estadao,"['resolução', 'parlamento', 'exigir', 'maduro', 'permitir', 'entrada', 'ajudar', 'humanitária', 'venezuela']",resolução parlamento exigir maduro permitir entrada ajudar humanitária venezuela,15,9,6
1046977114879201286,eu venho por meio desse comentário dizer que sou uma pessoa ruim sim :(,Tue Oct 02 04:16:10 +0000 2018,:(,"['vir', 'meio', 'desse', 'comentário', 'dizer', 'pessoa', 'ruim', 'sim']",vir meio desse comentário dizer pessoa ruim sim,14,8,6
1046764415591305216,@gotisevem Queria ajudar aaa :(,Mon Oct 01 14:10:59 +0000 2018,:(,"['querer', 'ajudar', 'ah']",querer ajudar ah,5,3,2
1049169494659280896,@donggin3 apenas entre ::(,Mon Oct 08 05:27:54 +0000 2018,:(,['apenas'],apenas,4,1,3
1045351082749304832,"Finge que não tenho :), mas é cada surto interno",Thu Sep 27 16:34:54 +0000 2018,:),"['fingir', 'cada', 'surto', 'interno']",fingir cada surto interno,10,4,6
1036220448311193600,"Imagina, namorar e dar certo? Não tenho nem roupa para isso. #fato",Sun Sep 02 11:53:01 +0000 2018,#fato,"['imaginar', 'namorar', 'dar', 'certo', 'roupa', 'fato']",imaginar namorar dar certo roupa fato,12,6,6
1046915929605660672,@Dolly_Dollynhu pior que não tem :( ta lotada,Tue Oct 02 00:13:03 +0000 2018,:(,"['pior', 'lotar']",pior lotar,8,2,6
